title,price,description,stockQuantity,imageUrl,dateAddedToStock,dateRemovedFromStock
Coconut Cream Pie Yogurt,545.87,"Yogurt with the flavors of coconut cream pie, nice and indulgent.",13,http://dummyimage.com/180x100.png/cc0000/ffffff,06-07-2021,
Kids' Science Experiment Kit,696.28,Engaging kit with science experiments for children.,584,http://dummyimage.com/157x100.png/ff4444/ffffff,22-09-2020,
Peanut Butter Cookies,663.73,Soft and chewy cookies made with creamy peanut butter.,857,http://dummyimage.com/190x100.png/ff4444/ffffff,16-02-2021,16-08-2021
Honey Mustard Dip,831.16,Sweet and tangy honey mustard dip for snacks.,589,http://dummyimage.com/220x100.png/dddddd/000000,21-01-2024,
Pumpkin Spice Granola,573.06,Crunchy granola with pumpkin spice flavor.,227,http://dummyimage.com/241x100.png/5fa2dd/ffffff,01-04-2024,
Travel Shoe Bags Set,641.46,Set of breathable bags for organizing shoes while traveling.,291,http://dummyimage.com/179x100.png/cc0000/ffffff,15-05-2024,
Lemon Sorbet,27.82,Refreshing sorbet with a zesty lemon flavor.,630,http://dummyimage.com/130x100.png/ff4444/ffffff,25-03-2025,
Frozen Fruit Medley,753.91,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",463,http://dummyimage.com/230x100.png/dddddd/000000,10-06-2022,10-12-2022
Magic Color-Changing Mug,593.52,Heat-sensitive mug that changes color when filled with hot liquid.,205,http://dummyimage.com/222x100.png/dddddd/000000,29-06-2024,
Zesty Garlic Marinade,161.65,"A tangy marinade for meats and veggies, packed with garlic flavor.",582,http://dummyimage.com/131x100.png/dddddd/000000,17-01-2023,
Cheddar & Bacon Potato Skins,744.26,Gourmet potato skins loaded with cheddar cheese and bacon.,21,http://dummyimage.com/140x100.png/5fa2dd/ffffff,04-05-2021,
Pocket Blanket,893.28,"Compact, waterproof blanket for picnics and events.",286,http://dummyimage.com/177x100.png/cc0000/ffffff,03-12-2020,
Stainless Steel Travel Mug,437.66,Insulated mug to keep drinks hot on the go.,390,http://dummyimage.com/241x100.png/ff4444/ffffff,30-03-2021,30-11-2021
Energy Bites,485.2,Healthy energy bites made with oats and natural sweeteners.,839,http://dummyimage.com/138x100.png/5fa2dd/ffffff,03-12-2021,
Herbal Garden Starter Kit,360.5,Indoor gardening kit with herbs and pots.,949,http://dummyimage.com/222x100.png/cc0000/ffffff,28-02-2022,
Honey Glazed Carrots,441.86,"Sweet and savory carrots glazed in honey, perfect as a side dish.",761,http://dummyimage.com/140x100.png/ff4444/ffffff,24-07-2021,
Apple Pie Filling,772.1,"Sweet and spiced apple filling, perfect for pies.",76,http://dummyimage.com/161x100.png/cc0000/ffffff,16-01-2021,
Peanut Butter Granola,506.59,Crunchy granola full of peanut butter flavor and oats.,593,http://dummyimage.com/216x100.png/cc0000/ffffff,12-11-2023,
Chic Ankle Strap Heels,911.96,Stylish ankle strap heels for a classy look at any event.,448,http://dummyimage.com/158x100.png/5fa2dd/ffffff,28-06-2021,
Banana Nut Muffins,97.23,"Moist, fluffy muffins packed with bananas and walnuts for a delightful breakfast or snack.",351,http://dummyimage.com/104x100.png/dddddd/000000,03-04-2021,
Golf Putting Green,892.98,Indoor putting green for practicing your putting skills.,54,http://dummyimage.com/173x100.png/dddddd/000000,11-12-2021,
Kids' Art Easel,531.58,Double-sided art easel for painting and drawing.,821,http://dummyimage.com/189x100.png/cc0000/ffffff,23-08-2020,
Handcrafted Wooden Coasters,625.65,Set of unique wooden coasters for drinks and decor.,851,http://dummyimage.com/190x100.png/cc0000/ffffff,11-06-2023,
Pineapple Coconut Bars,521.98,Refreshing dessert bars made with pineapple and coconut.,638,http://dummyimage.com/225x100.png/dddddd/000000,28-07-2023,
Herb Seasoned Rice,389.11,A flavorful rice side dish seasoned with herbs and spices.,92,http://dummyimage.com/158x100.png/ff4444/ffffff,27-11-2023,
Ethical Wool Scarf,531.67,A warm and sustainable wool scarf for chilly days.,932,http://dummyimage.com/140x100.png/dddddd/000000,18-07-2020,
Herbal Tea Set,418.83,Assorted herbal tea bags for relaxation and wellness.,890,http://dummyimage.com/167x100.png/cc0000/ffffff,02-10-2023,
Gingerbread House Kit,101.4,Everything you need to build a festive gingerbread house.,394,http://dummyimage.com/111x100.png/cc0000/ffffff,29-07-2024,
Suede Ankle Booties,769.57,"Chic suede ankle booties, perfect for dressing up or down.",904,http://dummyimage.com/170x100.png/ff4444/ffffff,12-02-2022,12-09-2022
High-Speed Hand Blender,955.27,Powerful hand blender for soups and smoothies.,598,http://dummyimage.com/218x100.png/5fa2dd/ffffff,29-10-2023,
Teriyaki Chicken Bowl,414.01,Ready-to-eat chicken bowl with teriyaki sauce and rice.,424,http://dummyimage.com/188x100.png/cc0000/ffffff,16-07-2020,
Wall Planner,559.11,Large wall planner for organizing schedules.,35,http://dummyimage.com/235x100.png/cc0000/ffffff,13-07-2023,
Garlic Herb Cream Cheese,16.21,Spreadable cream cheese blended with garlic and herbs.,629,http://dummyimage.com/205x100.png/dddddd/000000,10-10-2023,
Zesty Garlic Marinade,929.67,"A tangy marinade for meats and veggies, packed with garlic flavor.",505,http://dummyimage.com/180x100.png/ff4444/ffffff,10-01-2021,
Outdoor Folding Table,84.61,Lightweight and portable folding table for camping or picnics.,563,http://dummyimage.com/148x100.png/cc0000/ffffff,24-08-2021,
Foldable Yoga Mat,935.16,Compact yoga mat that folds for easy storage and transport.,792,http://dummyimage.com/220x100.png/ff4444/ffffff,15-07-2020,
Fleece Lined Leggings,714.4,Comfortable and warm leggings perfect for colder weather.,413,http://dummyimage.com/151x100.png/cc0000/ffffff,31-05-2024,
Hair Dryer,252.59,Compact hair dryer with multiple heat settings.,656,http://dummyimage.com/125x100.png/5fa2dd/ffffff,13-10-2022,
Herb-Infused Olive Oil,456.08,Premium olive oil infused with herbs for enhanced flavor.,92,http://dummyimage.com/154x100.png/ff4444/ffffff,22-11-2024,
Customizable Photo Calendar,629.17,Personalized calendar with your favorite photos.,574,http://dummyimage.com/211x100.png/cc0000/ffffff,13-10-2021,
Magnetic Screen Door,780.12,Keep bugs out while allowing fresh air in during summer.,542,http://dummyimage.com/112x100.png/5fa2dd/ffffff,21-01-2022,
LED Makeup Mirror,150.14,Illuminated vanity mirror with adjustable brightness settings.,307,http://dummyimage.com/210x100.png/cc0000/ffffff,20-09-2023,
Luxury Rolling Makeup Case,240.5,Stylish and spacious case for makeup and beauty products.,623,http://dummyimage.com/133x100.png/dddddd/000000,05-02-2021,
Caramel Apple Chips,294.12,Crispy apple chips drizzled with caramel for a sweet treat.,604,http://dummyimage.com/136x100.png/ff4444/ffffff,27-08-2020,
Acoustic Guitar,966.82,Beginner-friendly acoustic guitar with natural finish.,322,http://dummyimage.com/150x100.png/5fa2dd/ffffff,25-02-2021,
Fried Rice,448.98,"Pre-cooked vegetable fried rice, just heat and serve.",931,http://dummyimage.com/112x100.png/dddddd/000000,31-10-2021,
Zesty Garlic Hummus,629.77,Creamy chickpea dip infused with zesty garlic flavor.,668,http://dummyimage.com/226x100.png/cc0000/ffffff,11-11-2020,
Garlic Butter Shrimp,32.18,"Frozen shrimp sautéed in garlic butter, ready to thaw and serve over pasta or rice.",714,http://dummyimage.com/132x100.png/cc0000/ffffff,22-12-2023,
Peach & Mango Salsa,354.06,"A zesty salsa made with peaches and mangos, great for chips.",213,http://dummyimage.com/250x100.png/5fa2dd/ffffff,20-11-2022,
Car Escape Tool,144.67,Multi-functional tool for emergency situations in the car.,273,http://dummyimage.com/175x100.png/5fa2dd/ffffff,24-01-2023,24-02-2023
Italian Herbal Seasoning,556.26,A fragrant blend of Italian herbs for pasta sauces and marinades.,992,http://dummyimage.com/195x100.png/ff4444/ffffff,28-09-2024,
Athletic Sports Bra,84.79,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric.",632,http://dummyimage.com/165x100.png/dddddd/000000,03-01-2023,
Rustic Italian Breads,77.21,Freshly baked artisan bread with a crisp crust and soft center.,855,http://dummyimage.com/155x100.png/ff4444/ffffff,03-03-2024,
Mushroom Soup (canned),7.93,Creamy soup full of rich mushroom flavor.,137,http://dummyimage.com/221x100.png/dddddd/000000,18-12-2021,18-06-2022
Deluxe First Aid Kit,466.7,Comprehensive first aid kit for home and travel.,399,http://dummyimage.com/205x100.png/5fa2dd/ffffff,08-09-2020,
Digital Kitchen Timer,982.15,Easy-to-read digital kitchen timer with alarms.,728,http://dummyimage.com/122x100.png/5fa2dd/ffffff,31-12-2020,
Skincare Fridge,789.38,Small fridge designed to keep skincare products cool and fresh.,451,http://dummyimage.com/182x100.png/cc0000/ffffff,05-04-2021,
Wi-Fi Enabled Smart Light Switch,692.75,Control your lights remotely with a smartphone app.,89,http://dummyimage.com/168x100.png/5fa2dd/ffffff,18-07-2023,
Non-Stick Grill Mat,8.92,Reusable mat that prevents food from sticking to the grill.,861,http://dummyimage.com/153x100.png/ff4444/ffffff,20-07-2020,20-05-2021
Microwave Popcorn Maker,730.87,Healthier way to make popcorn in the microwave without oil.,676,http://dummyimage.com/250x100.png/dddddd/000000,02-09-2023,02-08-2024
Kid's Fruit Snacks,157.36,Assorted fruit-flavored gummy snacks that kids love.,27,http://dummyimage.com/112x100.png/5fa2dd/ffffff,16-10-2020,
Fitness Tracker Watch,254.85,Water-resistant activity tracker and smartwatch features.,129,http://dummyimage.com/240x100.png/dddddd/000000,23-03-2022,
Travel Organizer,642.77,Compact travel organizer for accessories and toiletries.,882,http://dummyimage.com/194x100.png/dddddd/000000,20-02-2022,
Essential Oil Roller Bottles,945.97,Set of roller bottles for blending and applying essential oils.,294,http://dummyimage.com/218x100.png/dddddd/000000,03-06-2022,
Canvas Wall Art,184.89,Stylish wall art to enhance home decor.,480,http://dummyimage.com/194x100.png/5fa2dd/ffffff,12-03-2021,
Blackberry Jam,486.48,Delicious homemade style blackberry jam.,191,http://dummyimage.com/229x100.png/ff4444/ffffff,14-10-2024,
Field Journal,400.74,Durable journal for nature observations and notes.,604,http://dummyimage.com/220x100.png/ff4444/ffffff,06-07-2020,
Cold Brew Coffee Concentrate,532.84,"Rich and smooth cold brew coffee concentrate, just add water or milk.",131,http://dummyimage.com/130x100.png/ff4444/ffffff,12-05-2022,
Set of Measuring Spoons,910.06,Stainless steel measuring spoons set for cooking.,948,http://dummyimage.com/207x100.png/dddddd/000000,20-02-2025,
Garlic Parmesan Wings,112.54,Frozen chicken wings with garlic parmesan sauce.,708,http://dummyimage.com/148x100.png/dddddd/000000,02-09-2024,
Herb Seasoned Croutons,148.9,Crunchy croutons with a blend of herbs for salads.,236,http://dummyimage.com/206x100.png/cc0000/ffffff,25-01-2021,
Classic Watch,257.0,Timeless analog watch with a leather strap.,573,http://dummyimage.com/242x100.png/5fa2dd/ffffff,24-06-2023,
Wine Glasses,115.37,Set of elegant wine glasses for special occasions.,402,http://dummyimage.com/201x100.png/5fa2dd/ffffff,08-11-2022,
Magnetic Screen Door,240.82,Keep bugs out while allowing fresh air in during summer.,860,http://dummyimage.com/141x100.png/cc0000/ffffff,21-05-2023,
Cheddar & Bacon Potato Skins,901.33,Gourmet potato skins loaded with cheddar cheese and bacon.,141,http://dummyimage.com/176x100.png/5fa2dd/ffffff,24-01-2022,
Premium Flashlight,972.18,High-intensity flashlight with adjustable focus and brightness.,537,http://dummyimage.com/228x100.png/ff4444/ffffff,11-05-2024,
Heavy-Duty Utility Tote,225.43,"Large, durable tote bag for shopping and outdoor activities.",806,http://dummyimage.com/146x100.png/ff4444/ffffff,14-03-2023,
Lemon Dill Salmon,167.74,"Salmon fillets seasoned with lemon and dill, perfect for grilling.",866,http://dummyimage.com/143x100.png/cc0000/ffffff,25-08-2023,
Memory Foam Mattress Topper,451.04,3-inch memory foam mattress topper for added comfort.,660,http://dummyimage.com/143x100.png/ff4444/ffffff,12-01-2024,
Outdoor Fire Pit,80.78,Portable fire pit for backyard gatherings.,410,http://dummyimage.com/176x100.png/ff4444/ffffff,18-11-2022,
Spicy Hummus,300.31,"Creamy hummus with a kick of spice, great for dipping.",997,http://dummyimage.com/124x100.png/cc0000/ffffff,03-05-2021,
Eggs (dozen),867.77,"Farm fresh eggs, essential for breakfast.",655,http://dummyimage.com/227x100.png/5fa2dd/ffffff,30-08-2022,
Handheld Vacuum,212.85,Cordless handheld vacuum for quick cleanups.,943,http://dummyimage.com/162x100.png/dddddd/000000,14-01-2022,14-02-2022
Stainless Steel Grater,931.37,Multi-functional grater for cheese and vegetables.,483,http://dummyimage.com/177x100.png/cc0000/ffffff,22-06-2024,
Foldable Yoga Mat Carry Bag,862.08,Durable bag for carrying your yoga mat and accessories.,977,http://dummyimage.com/108x100.png/cc0000/ffffff,29-03-2024,
Organic Tomato Soup,697.09,Hearty tomato soup made from organic ingredients.,628,http://dummyimage.com/239x100.png/cc0000/ffffff,07-02-2025,
Lemon Lime Sparkling Water,389.4,Refreshing sparkling water with lemon and lime flavor,233,http://dummyimage.com/177x100.png/5fa2dd/ffffff,02-06-2024,
Teriyaki Beef Strips,188.5,Marinated beef strips in teriyaki sauce for easy grilling.,392,http://dummyimage.com/150x100.png/dddddd/000000,04-11-2021,
Puzzle Mat,199.05,Foldable mat for jigsaw puzzle assembly.,531,http://dummyimage.com/166x100.png/5fa2dd/ffffff,03-11-2022,
Golf Polo Shirt,287.64,Breathable polo shirt designed for both style and comfort on the greens.,811,http://dummyimage.com/160x100.png/cc0000/ffffff,16-04-2020,
Shower Curtain Hooks,720.4,Stylish hooks to easily hang shower curtains.,182,http://dummyimage.com/156x100.png/ff4444/ffffff,09-12-2020,
Coffee Maker,129.35,Single-serve coffee maker with a built-in grinder.,215,http://dummyimage.com/204x100.png/ff4444/ffffff,17-08-2021,
Beef Taco Skillet,887.48,A convenient meal kit for making a delicious beef taco skillet at home.,902,http://dummyimage.com/129x100.png/dddddd/000000,29-10-2022,29-01-2023
Desk Lamp with USB Port,294.1,Modern desk lamp that features a built-in USB charging port.,477,http://dummyimage.com/250x100.png/dddddd/000000,26-12-2023,26-06-2024
Air Fryer Oven,494.63,"Versatile air fryer that also roasts, bakes, and broils.",984,http://dummyimage.com/103x100.png/5fa2dd/ffffff,23-06-2022,
Chili Beans in Sauce,510.79,Canned beans cooked in a savory chili sauce,880,http://dummyimage.com/239x100.png/cc0000/ffffff,01-04-2024,
White Rice,35.59,"Plain white rice, a staple for any meal.",324,http://dummyimage.com/219x100.png/dddddd/000000,05-01-2024,
Herbal Garden Starter Kit,484.94,Indoor gardening kit with herbs and pots.,19,http://dummyimage.com/148x100.png/cc0000/ffffff,19-03-2025,
Foldable Picnic Table,987.34,Lightweight and portable picnic table for outdoor use.,474,http://dummyimage.com/225x100.png/ff4444/ffffff,23-05-2021,
Peanut Butter Pretzel Bites,20.8,Crunchy pretzel bites filled with peanut butter,950,http://dummyimage.com/225x100.png/ff4444/ffffff,06-04-2021,
Electric Toothbrush Holder,87.28,Sanitary holder that ensures your toothbrush stays clean.,13,http://dummyimage.com/232x100.png/dddddd/000000,12-11-2024,
Sunglasses Case,145.09,Hard-shell case for protecting sunglasses.,134,http://dummyimage.com/228x100.png/dddddd/000000,04-09-2020,
Multi-Purpose Marine Rope,282.59,"Heavy-duty rope suitable for boating, camping, and general use.",438,http://dummyimage.com/120x100.png/dddddd/000000,17-06-2022,
Organic Green Lentils,138.28,"Nutty flavored lentils, perfect for soups and salads.",598,http://dummyimage.com/101x100.png/cc0000/ffffff,06-07-2021,
Phone Case,285.31,Rugged phone case for drop protection.,337,http://dummyimage.com/181x100.png/cc0000/ffffff,13-03-2022,
Nutty Quinoa Salad,324.09,"A delicious salad with quinoa, nuts, and cranberries.",716,http://dummyimage.com/216x100.png/dddddd/000000,03-06-2024,
Electric Fondue Pot,754.23,Set for making fondue at home.,381,http://dummyimage.com/127x100.png/dddddd/000000,19-01-2023,
Wi-Fi Enabled Smart Light Switch,6.5,Control your lights remotely with a smartphone app.,627,http://dummyimage.com/201x100.png/5fa2dd/ffffff,29-07-2024,
Rolling Cooler,808.99,Wheeled cooler for transporting drinks and snacks.,375,http://dummyimage.com/214x100.png/cc0000/ffffff,04-07-2021,
Frozen Hash Browns,383.88,"Shredded potatoes, perfect for breakfasts.",691,http://dummyimage.com/248x100.png/ff4444/ffffff,17-01-2021,
Pumpkin Pie Spice,32.54,A blend of spices that brings the taste of fall to your baked goods.,128,http://dummyimage.com/193x100.png/dddddd/000000,29-07-2021,
Vegetable Korma,163.18,Creamy vegetable curry enriched with spices.,10,http://dummyimage.com/111x100.png/5fa2dd/ffffff,17-12-2023,
Stainless Steel Water Bottle,599.56,Durable and insulated water bottle to keep beverages cold.,363,http://dummyimage.com/222x100.png/ff4444/ffffff,22-05-2022,
Motion Sensor Light,431.69,Battery-operated motion sensor light for safety.,469,http://dummyimage.com/113x100.png/cc0000/ffffff,17-11-2023,
Personal Safety Alarm,831.9,Compact alarm for personal safety and security.,952,http://dummyimage.com/129x100.png/ff4444/ffffff,25-09-2024,
Wrap Front Midi Skirt,728.78,"Elegant midi skirt with a wrap design, great for both formal and casual events.",707,http://dummyimage.com/165x100.png/5fa2dd/ffffff,22-09-2020,
Fitness Tracker Band,359.98,Affordable fitness tracker with heart rate monitor.,169,http://dummyimage.com/142x100.png/dddddd/000000,02-11-2022,
